title,genres,mood
Layer Cake (2004),Crime|Drama|Thriller,sad
"Return, The (Vozvrashcheniye) (2003)",Drama,sad
Flight of the Phoenix (2004),Action|Adventure,energetic
Mean Creek (2004),Drama|Thriller,sad
"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,sad
"Corporation, The (2003)",Documentary,calm
"Yes Men, The (2003)",Documentary,calm
Azumi (2003),Action|Adventure|Drama|Thriller,energetic
In My Father's Den (2004),Drama,sad
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War,energetic
Metallica: Some Kind of Monster (2004),Documentary,calm
Born into Brothels (2004),Documentary,calm
DiG! (2004),Documentary,calm
Riding Giants (2004),Documentary,calm
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama,happy
"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,sad
Casshern (2004),Action|Drama|Fantasy|Sci-Fi,energetic
Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary,calm
Million Dollar Baby (2004),Drama,sad
Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery,happy
Hotel Rwanda (2004),Drama|War,sad
Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,excited
3-Iron (Bin-jip) (2004),Drama|Romance,sad
"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,excited
"Aviator, The (2004)",Drama,sad
"Phantom of the Opera, The (2004)",Drama|Musical|Romance,sad
Beyond the Sea (2004),Drama|Musical,sad
"Woodsman, The (2004)",Drama,sad
In Good Company (2004),Comedy|Drama,happy
Meet the Fockers (2004),Comedy,happy
"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller,sad
"Love Song for Bobby Long, A (2004)",Drama,sad
"Merchant of Venice, The (2004)",Drama,sad
Fat Albert (2004),Comedy|Fantasy,happy
"Keys to the House, The (Chiavi di casa, Le) (2004)",Drama,sad
In the Realms of the Unreal (2004),Animation|Documentary,calm
White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller,sad
"Upside of Anger, The (2005)",Comedy|Drama|Romance,happy
Little Miss Marker (1980),Comedy|Drama,happy
Sweet Liberty (1986),Comedy,happy
I Remember Mama (1948),Children|Drama,sad
Smooth Talk (1985),Drama|Romance,sad
Out Cold (1989),Comedy|Thriller,happy
Man Trouble (1992),Comedy|Romance,happy
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama,sad
Stander (2003),Action|Crime|Drama,energetic
Imaginary Heroes (2004),Comedy|Drama,happy
Sergeant York (1941),Drama|War,sad
Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime,happy
Wizards (1977),Animation|Fantasy|Sci-Fi|War,calm
"Life and Death of Peter Sellers, The (2004)",Comedy|Drama,happy
Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi,energetic
"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical,calm
Elektra (2005),Action|Adventure|Crime|Drama,energetic
Racing Stripes (2005),Children|Comedy,happy
Coach Carter (2005),Drama,sad
Boys Town (1938),Drama,sad
Gold Diggers of 1935 (1935),Comedy|Musical,happy
Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama,sad
Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,sad
"Chase, The (1994)",Action|Adventure|Comedy|Crime|Romance|Thriller,energetic
"Downfall (Untergang, Der) (2004)",Drama|War,sad
Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,energetic
Are We There Yet? (2005),Children|Comedy,happy
Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller,energetic
Hide and Seek (2005),Horror|Mystery|Thriller,dark
Boogeyman (2005),Drama|Horror|Mystery|Thriller,sad
"Wedding Date, The (2005)",Comedy|Romance,happy
Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama,sad
Nobody Knows (Dare mo shiranai) (2004),Drama,sad
Employee of the Month (2004),Comedy|Drama,happy
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama,sad
"Trou, Le (Hole, The) (Night Watch, The) (1960)",Crime|Film-Noir,calm
Double Dragon (1994),Action|Adventure|Sci-Fi,energetic
Hands Off the Loot (Touchez pas au grisbi) (1954),Crime|Drama|Thriller,sad
Purple Butterfly (Zi hudie) (2003),Drama,sad
El Cid (1961),Action|Adventure|Drama|Romance|War,energetic
Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,excited
Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi,energetic
Gorgeous (Boh lee chun) (1999),Action|Comedy|Romance,energetic
Hitch (2005),Comedy|Romance,happy
Uncle Nino (2003),Comedy,happy
Bride & Prejudice (2004),Comedy|Musical|Romance,happy
Constantine (2005),Action|Fantasy|Horror|Thriller,energetic
Son of the Mask (2005),Adventure|Children|Comedy|Fantasy,excited
Because of Winn-Dixie (2005),Children|Comedy|Drama,happy
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War,sad
Bunny Lake Is Missing (1965),Mystery|Thriller,tense
Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,energetic
Sons of the Desert (1933),Comedy,happy
Man of the House (2005),Action|Comedy,energetic
Kung Fu Hustle (Gong fu) (2004),Action|Comedy,energetic
Zelary (2003),Drama|Romance,sad
Dr. Giggles (1992),Comedy|Horror,happy
"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller,excited
"Three Musketeers, The (1973)",Action|Adventure|Comedy,energetic
Royal Flash (1975),Adventure|Comedy|Romance,excited
Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery,happy
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War,sad
Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance,happy
Cursed (2005),Horror|Thriller,dark
"Pacifier, The (2005)",Action|Comedy,energetic
Be Cool (2005),Comedy|Crime|Musical,happy
Gunner Palace (2004),Documentary|War,calm
Hostage (2005),Action|Crime|Drama|Thriller,energetic
Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,excited
Class Action (1991),Drama,sad
"Cat and the Canary, The (1927)",Horror|Mystery,dark
"Oh, God! You Devil (1984)",Comedy,happy
"Agony and the Ecstasy, The (1965)",Drama,sad
Twentieth Century (1934),Comedy,happy
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller,sad
Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller,dark
Julia (1977),Drama,sad
Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime,energetic
Ice Princess (2005),Children|Comedy|Drama,happy
Melinda and Melinda (2004),Comedy|Drama,happy
Milk and Honey (2003),Drama,sad
Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,excited
Guess Who (2005),Comedy|Romance,happy
D.E.B.S. (2004),Action|Comedy,energetic
"League of Ordinary Gentlemen, A (2004)",Documentary,calm
Incident at Loch Ness (2004),Adventure|Comedy|Documentary,excited
Call Northside 777 (1948),Crime|Drama|Film-Noir,sad
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama,energetic
800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western,happy
If Looks Could Kill (1991),Action|Comedy,energetic
Greedy (1994),Comedy,happy
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy,happy
Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama,energetic
We're No Angels (1955),Comedy|Crime|Drama,happy
"Touch of Zen, A (Xia nu) (1971)",Action|Adventure,energetic
Walker (1987),Adventure|Drama|War|Western,excited
Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller,tense
"Wild Parrots of Telegraph Hill, The (2003)",Documentary,calm
"Ballad of Jack and Rose, The (2005)",Drama,sad
Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,energetic
Beauty Shop (2005),Comedy,happy
Sahara (2005),Action|Adventure|Comedy,energetic
Fever Pitch (2005),Comedy|Romance,happy
Eros (2004),Drama,sad
Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance,happy
Electra Glide in Blue (1973),Action|Crime,energetic
"Special Day, A (Giornata particolare, Una) (1977)",Drama|War,sad
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama,sad
Tanguy (2001),Comedy,happy
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy,happy
"Little Girl Who Lives Down the Lane, The (1976)",Drama|Mystery|Thriller,sad
Ringu 0: Bâsudei (2000),Drama|Horror|Thriller,sad
Brothers (Brødre) (2004),Drama,sad
Maidens in Uniform (Mädchen in Uniform) (1931),Drama|Romance,sad
With Six You Get Eggroll (1968),Comedy|Romance,happy
Holiday (Jour de fête) (1949),Comedy,happy
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),Drama|War,sad
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi,energetic
"Ascent, The (Voskhozhdeniye) (1977)",Drama|War,sad
Carrie (2002),Drama|Horror|Thriller,sad
Boccaccio '70 (1962),Comedy|Fantasy|Romance,happy
"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,excited
"Amityville Horror, The (2005)",Horror|Thriller,dark
Mutant Aliens (2001),Animation|Comedy|Sci-Fi,happy
Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War,sad
"Frisco Kid, The (1979)",Comedy|Western,happy
State Property 2 (2005),Action|Crime|Drama,energetic
Palindromes (2004),Adventure|Comedy|Drama,excited
"Lot Like Love, A (2005)",Comedy|Drama|Romance,happy
King's Ransom (2005),Comedy|Crime,happy
Enron: The Smartest Guys in the Room (2005),Documentary,calm
xXx: State of the Union (2005),Action|Crime|Thriller,energetic
Kingdom of Heaven (2005),Action|Drama|Romance|War,energetic
House of Wax (2005),Horror|Thriller,dark
Crash (2004),Crime|Drama,sad
Mysterious Skin (2004),Drama|Mystery,sad
Mischief (1985),Comedy|Romance,happy
Between Your Legs (Entre las piernas) (1999),Drama|Mystery|Romance|Thriller,sad
San Francisco (1936),Drama|Musical|Romance,sad
Vampire Hunter D (1985),Animation|Fantasy|Horror,dark
"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",Drama|Romance,sad
"Cocoanuts, The (1929)",Comedy|Musical,happy
Dear Wendy (2005),Drama,sad
Los Angeles Plays Itself (2003),Documentary,calm
Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller,energetic
Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,energetic
Kicking & Screaming (2005),Comedy,happy
Monster-in-Law (2005),Comedy|Romance,happy
"Snow Walker, The (2003)",Adventure|Drama,excited
Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy,happy
Madagascar (2005),Adventure|Animation|Children|Comedy,excited
Airborne (1993),Adventure|Comedy,excited
Mad Hot Ballroom (2005),Children|Documentary,calm
Dominion: Prequel to the Exorcist (2005),Horror|Thriller,dark
"Longest Yard, The (2005)",Comedy|Drama,happy
Saving Face (2004),Comedy|Drama|Romance,happy
Cinderella Man (2005),Drama|Romance,sad
"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,excited
Lords of Dogtown (2005),Action|Comedy|Drama,energetic
Rock School (2005),Documentary,calm
Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,energetic
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,energetic
High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,dark
It's All Gone Pete Tong (2004),Comedy|Drama|Musical,happy
Eddie Izzard: Dress to Kill (1999),Comedy,happy
Quo Vadis (1951),Drama|Romance,sad
Batman Begins (2005),Action|Crime|IMAX,energetic
Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,energetic
"Perfect Man, The (2005)",Comedy|Drama|Romance,happy
Saint Ralph (2004),Comedy|Drama,happy
Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,excited
Land of the Dead (2005),Action|Horror|Thriller,energetic
Bewitched (2005),Comedy|Fantasy|Romance,happy
Rize (2005),Documentary,calm
Me and You and Everyone We Know (2005),Comedy|Drama,happy
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,happy
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,dark
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,happy
Cop and ½ (1993),Comedy,happy
At the Circus (1939),Comedy|Musical,happy
War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,energetic
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,calm
Rebound (2005),Comedy,happy
Dark Water (2005),Drama|Horror|Thriller,sad
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,sad
Fantastic Four (2005),Action|Adventure|Sci-Fi,energetic
Murderball (2005),Documentary,calm
Wedding Crashers (2005),Comedy|Romance,happy
Happy Endings (2005),Comedy|Drama,happy
Hustle & Flow (2005),Crime|Drama,sad
Hardware (1990),Action|Horror|Sci-Fi,energetic
"Calcium Kid, The (2004)",Comedy,happy
"Island, The (2005)",Action|Sci-Fi|Thriller,energetic
Bad News Bears (2005),Children|Comedy,happy
"Devil's Rejects, The (2005)",Action|Crime|Horror,energetic
Last Days (2005),Drama,sad
November (2004),Drama|Mystery,sad
Sky High (2005),Action|Adventure|Children|Comedy,energetic
Stealth (2005),Action|Adventure|Sci-Fi|Thriller,energetic
Must Love Dogs (2005),Comedy|Romance,happy
"Aristocrats, The (2005)",Comedy|Documentary,happy
Georgy Girl (1966),Comedy,happy
"Order, The (2001)",Action|Adventure|Drama|Thriller,energetic
Serenity (2005),Action|Adventure|Sci-Fi,energetic
Broken Flowers (2005),Comedy|Drama,happy
Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,energetic
"Browning Version, The (1951)",Drama,sad
"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,energetic
The Chumscrubber (2005),Comedy|Drama,happy
Junebug (2005),Comedy|Drama,happy
Deuce Bigalow: European Gigolo (2005),Comedy,happy
"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,sad
Four Brothers (2005),Action|Crime|Drama,energetic
The Great Raid (2005),Action|Drama|War,energetic
Pretty Persuasion (2005),Comedy|Drama,happy
Grizzly Man (2005),Documentary,calm
Private Resort (1985),Comedy,happy
Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,energetic
Duma (2005),Adventure|Drama,excited
Animal Farm (1954),Animation|Drama,sad
"Teahouse of the August Moon, The (1956)",Comedy,happy
"40-Year-Old Virgin, The (2005)",Comedy|Romance,happy
Red Eye (2005),Horror|Thriller,dark
Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,sad
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,excited
Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,happy
Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,excited
"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,happy
"Baxter, The (2005)",Comedy|Drama|Romance,happy
"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,energetic
"Constant Gardener, The (2005)",Drama|Thriller,sad
Transporter 2 (2005),Action|Crime|Thriller,energetic
Just Like Heaven (2005),Comedy|Fantasy|Romance,happy
Proof (2005),Drama,sad
Lord of War (2005),Action|Crime|Drama|Thriller|War,energetic
Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,sad
Everything Is Illuminated (2005),Comedy|Drama,happy
Thumbsucker (2005),Comedy|Drama,happy
Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,excited
Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,energetic
New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama,energetic
Go West (1940),Comedy|Musical|Western,happy
Why We Fight (2005),Documentary,calm
Doom (2005),Action|Horror|Sci-Fi,energetic
Domino (2005),Crime|Drama|Thriller,sad
Waiting... (2005),Comedy,happy
Aeon Flux (2005),Action|Sci-Fi,energetic
Frankenstein 90 (1984),Comedy|Horror|Romance,happy
"Unfinished Life, An (2005)",Drama,sad
"Man, The (2005)",Action|Comedy|Crime,energetic
Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,romantic
Woyzeck (1979),Drama,sad
"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,sad
Flightplan (2005),Action|Drama|Thriller,energetic
Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,happy
Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,sad
"History of Violence, A (2005)",Action|Crime|Drama|Thriller,energetic
Oliver Twist (2005),Drama,sad
"Greatest Game Ever Played, The (2005)",Drama,sad
Capote (2005),Crime|Drama,sad
Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,energetic
Roll Bounce (2005),Comedy|Drama|Romance,happy
Into the Blue (2005),Action|Adventure|Crime|Thriller,energetic
MirrorMask (2005),Adventure|Children|Drama|Fantasy,excited
Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,excited
Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,happy
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,energetic
"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,sad
"All This, and Heaven Too (1940)",Drama|Romance,sad
Darwin's Nightmare (2004),Documentary,calm
Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,energetic
No Direction Home: Bob Dylan (2005),Documentary,calm
Goal! The Dream Begins (Goal!) (2005),Drama,sad
"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,energetic
In Her Shoes (2005),Comedy|Drama,happy
"Squid and the Whale, The (2005)",Comedy|Drama,happy
Two for the Money (2005),Drama,sad
Brokeback Mountain (2005),Drama|Romance,sad
Elizabethtown (2005),Comedy|Drama|Romance,happy
North Country (2005),Drama,sad
"Good Night, and Good Luck. (2005)",Crime|Drama,sad
Dreamer: Inspired by a True Story (2005),Children|Drama,sad
"Proposition, The (2005)",Crime|Drama|Western,sad
"Fog, The (2005)",Action|Horror|Mystery|Thriller,energetic
Shopgirl (2005),Comedy|Drama|Romance,happy
Stay (2005),Thriller,tense
"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,energetic
"Weather Man, The (2005)",Comedy|Drama,happy
Saw II (2005),Horror|Thriller,dark
Prime (2005),Comedy|Drama|Romance,happy
Don't Move (Non ti muovere) (2004),Drama,sad
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,happy
"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,excited
Manderlay (2005),Drama,sad
Revolver (2005),Crime|Drama|Thriller,sad
Jarhead (2005),Action|Drama|War,energetic
Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,energetic
Dead Man's Shoes (2004),Crime|Thriller,tense
Joyeux Noël (Merry Christmas) (2005),Drama|War,sad
Night of the Lepus (1972),Horror|Sci-Fi|Thriller,dark
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,happy
Sword of the Beast (Kedamono no ken) (1965),Action|Drama,energetic
Just Friends (2005),Comedy|Romance,happy
Syriana (2005),Drama|Thriller,sad
